Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Refugees,Asylum seekers,Other people in need of international protection,Internally displaced persons,Stateless Persons,Others of concern to UNHCR,Host community
#date+year,#country+code+origin,#country+code+asylum,#country+name+origin,#country+name+asylum,#affected+refugees,#affected+asylum_seekers,#affected+oip,#affected+idps,#affected+stateless,#affected+others,#affected+hst
1992,UKR,DNK,Ukraine,Denmark,5,0,0,0,0,0,0
1992,UKR,NLD,Ukraine,Netherlands,13,0,0,0,0,0,0
1992,UKR,SWE,Ukraine,Sweden,14,0,0,0,0,0,0
1992,UKR,USA,Ukraine,United States of America,7,0,0,0,0,0,0
1993,UKR,DNK,Ukraine,Denmark,5,0,0,0,0,0,0
1993,UKR,NLD,Ukraine,Netherlands,13,0,0,0,0,0,0
1993,UKR,SWE,Ukraine,Sweden,43,0,0,0,0,0,0
1993,UKR,URY,Ukraine,Uruguay,11,0,0,0,0,0,0
1993,UKR,USA,Ukraine,United States of America,61,0,0,0,0,0,0
1994,UKR,ARG,Ukraine,Argentina,5,0,0,0,0,0,0
1994,UKR,CAN,Ukraine,Canada,462,0,0,0,0,0,0
1994,UKR,DNK,Ukraine,Denmark,5,0,0,0,0,0,0
1994,UKR,NLD,Ukraine,Netherlands,66,0,0,0,0,0,0
1994,UKR,ESP,Ukraine,Spain,5,0,0,0,0,0,0
1994,UKR,SWE,Ukraine,Sweden,109,0,0,0,0,0,0
1994,UKR,URY,Ukraine,Uruguay,13,0,0,0,0,0,0
1994,UKR,USA,Ukraine,United States of America,252,0,0,0,0,0,0
1995,UKR,CAN,Ukraine,Canada,594,0,0,0,0,0,0
1995,UKR,DNK,Ukraine,Denmark,5,0,0,0,0,0,0
1995,UKR,FRA,Ukraine,France,295,0,0,0,0,0,0
1995,UKR,NLD,Ukraine,Netherlands,133,0,0,0,0,0,0
1995,UKR,ESP,Ukraine,Spain,5,0,0,0,0,0,0
1995,UKR,SWE,Ukraine,Sweden,135,0,0,0,0,0,0
1995,UKR,URY,Ukraine,Uruguay,15,0,0,0,0,0,0
1995,UKR,USA,Ukraine,United States of America,520,0,0,0,0,0,0
1996,UKR,AUS,Ukraine,Australia,559,0,0,0,0,0,0
1996,UKR,BEL,Ukraine,Belgium,898,0,0,0,0,0,0
1996,UKR,CAN,Ukraine,Canada,698,0,0,0,0,0,0
1996,UKR,CHL,Ukraine,Chile,0,0,0,0,0,0,0
1996,UKR,CZE,Ukraine,Czechia,49,0,0,0,0,0,0
1996,UKR,DNK,Ukraine,Denmark,5,0,0,0,0,0,0
1996,UKR,FRA,Ukraine,France,292,0,0,0,0,0,0
1996,UKR,NLD,Ukraine,Netherlands,293,0,0,0,0,0,0
1996,UKR,PAN,Ukraine,Panama,5,0,0,0,0,0,0
1996,UKR,RUS,Ukraine,Russian Federation,2297,0,0,0,0,0,0
1996,UKR,ESP,Ukraine,Spain,6,0,0,0,0,0,0
1996,UKR,SWE,Ukraine,Sweden,157,0,0,0,0,0,0
1996,UKR,URY,Ukraine,Uruguay,12,0,0,0,0,0,0
1996,UKR,USA,Ukraine,United States of America,835,0,0,0,0,0,0
1997,UKR,AUS,Ukraine,Australia,266,0,0,0,0,0,0
1997,UKR,BEL,Ukraine,Belgium,898,0,0,0,0,0,0
1997,UKR,CAN,Ukraine,Canada,748,0,0,0,0,0,0
1997,UKR,CZE,Ukraine,Czechia,52,0,0,0,0,0,0
1997,UKR,DNK,Ukraine,Denmark,10,0,0,0,0,0,0
1997,UKR,FRA,Ukraine,France,325,0,0,0,0,0,0
1997,UKR,GEO,Ukraine,Georgia,5,0,0,0,0,0,0
1997,UKR,ITA,Ukraine,Italy,6,0,0,0,0,0,0
1997,UKR,NLD,Ukraine,Netherlands,338,0,0,0,0,0,0
1997,UKR,PAN,Ukraine,Panama,5,0,0,0,0,0,0
1997,UKR,RUS,Ukraine,Russian Federation,2326,0,0,0,0,0,0
1997,UKR,ESP,Ukraine,Spain,6,0,0,0,0,0,0
1997,UKR,SWE,Ukraine,Sweden,165,0,0,0,0,0,0
1997,UKR,URY,Ukraine,Uruguay,15,0,0,0,0,0,0
1997,UKR,USA,Ukraine,United States of America,1183,0,0,0,0,0,0
1998,UKR,AUS,Ukraine,Australia,23,0,0,0,0,0,0
1998,UKR,AUT,Ukraine,Austria,7,0,0,0,0,0,0
1998,UKR,BEL,Ukraine,Belgium,23,0,0,0,0,0,0
1998,UKR,BLR,Ukraine,Belarus,0,0,0,0,0,570,0
1998,UKR,CAN,Ukraine,Canada,643,0,0,0,0,0,0
1998,UKR,CZE,Ukraine,Czechia,52,0,0,0,0,0,0
1998,UKR,DNK,Ukraine,Denmark,20,0,0,0,0,0,0
1998,UKR,FIN,Ukraine,Finland,5,0,0,0,0,0,0
1998,UKR,FRA,Ukraine,France,384,0,0,0,0,0,0
1998,UKR,ISL,Ukraine,Iceland,5,0,0,0,0,0,0
1998,UKR,ITA,Ukraine,Italy,6,0,0,0,0,0,0
1998,UKR,NLD,Ukraine,Netherlands,373,0,0,0,0,0,0
1998,UKR,PAN,Ukraine,Panama,5,0,0,0,0,0,0
1998,UKR,RUS,Ukraine,Russian Federation,1394,0,0,0,0,0,0
1998,UKR,ESP,Ukraine,Spain,11,0,0,0,0,0,0
1998,UKR,SWE,Ukraine,Sweden,179,0,0,0,0,0,0
1998,UKR,CHE,Ukraine,Switzerland,6,0,0,0,0,0,0
1998,UKR,URY,Ukraine,Uruguay,22,0,0,0,0,0,0
1998,UKR,USA,Ukraine,United States of America,1441,0,0,0,0,0,0
1999,UKR,AUS,Ukraine,Australia,13,0,0,0,0,0,0
1999,UKR,AUT,Ukraine,Austria,8,0,0,0,0,0,0
1999,UKR,BEL,Ukraine,Belgium,23,0,0,0,0,0,0
1999,UKR,CAN,Ukraine,Canada,579,0,0,0,0,0,0
1999,UKR,CZE,Ukraine,Czechia,20,0,0,0,0,0,0
1999,UKR,DNK,Ukraine,Denmark,82,0,0,0,0,0,0
1999,UKR,FIN,Ukraine,Finland,5,0,0,0,0,0,0
1999,UKR,FRA,Ukraine,France,367,0,0,0,0,0,0
1999,UKR,HUN,Ukraine,Hungary,7,0,0,0,0,0,0
1999,UKR,ISL,Ukraine,Iceland,5,0,0,0,0,0,0
1999,UKR,IRL,Ukraine,Ireland,8,0,0,0,0,0,0
1999,UKR,ITA,Ukraine,Italy,6,0,0,0,0,0,0
1999,UKR,MEX,Ukraine,Mexico,6,0,0,0,0,0,0
1999,UKR,NLD,Ukraine,Netherlands,394,0,0,0,0,0,0
1999,UKR,NOR,Ukraine,Norway,6,0,0,0,0,0,0
1999,UKR,PAN,Ukraine,Panama,5,0,0,0,0,0,0
1999,UKR,RUS,Ukraine,Russian Federation,389,0,0,0,0,0,0
1999,UKR,ESP,Ukraine,Spain,25,0,0,0,0,0,0
1999,UKR,SWE,Ukraine,Sweden,179,0,0,0,0,0,0
1999,UKR,CHE,Ukraine,Switzerland,7,0,0,0,0,0,0
1999,UKR,URY,Ukraine,Uruguay,15,0,0,0,0,0,0
1999,UKR,USA,Ukraine,United States of America,10086,0,0,0,0,0,0
2000,UKR,ARG,Ukraine,Argentina,0,13,0,0,0,0,0
2000,UKR,AUS,Ukraine,Australia,20,203,0,0,0,0,0
2000,UKR,AUT,Ukraine,Austria,14,0,0,0,0,0,0
2000,UKR,BEL,Ukraine,Belgium,23,0,0,0,0,0,0
2000,UKR,CAN,Ukraine,Canada,547,553,0,0,0,0,0
2000,UKR,CZE,Ukraine,Czechia,18,935,0,0,0,0,0
2000,UKR,DNK,Ukraine,Denmark,98,31,0,0,0,0,0
2000,UKR,ETH,Ukraine,Ethiopia,0,0,0,0,0,0,0
2000,UKR,FIN,Ukraine,Finland,7,0,0,0,0,0,0
2000,UKR,FRA,Ukraine,France,363,0,0,0,0,0,0
2000,UKR,GBR,Ukraine,United Kingdom of Great Britain and Northern Ireland,230,0,0,0,0,0,0
2000,UKR,DEU,Ukraine,Germany,0,131,0,0,0,0,0
2000,UKR,HUN,Ukraine,Hungary,10,5,0,0,0,0,0
2000,UKR,ISL,Ukraine,Iceland,5,0,0,0,0,0,0
2000,UKR,IRL,Ukraine,Ireland,10,0,0,0,0,0,0
2000,UKR,ITA,Ukraine,Italy,11,0,0,0,0,0,0
2000,UKR,MEX,Ukraine,Mexico,6,0,0,0,0,0,0
2000,UKR,NLD,Ukraine,Netherlands,422,373,0,0,0,0,0
2000,UKR,NOR,Ukraine,Norway,8,0,0,0,0,0,0
2000,UKR,RUS,Ukraine,Russian Federation,20,0,0,0,0,0,0
2000,UKR,ESP,Ukraine,Spain,42,0,0,0,0,0,0
2000,UKR,SWE,Ukraine,Sweden,203,0,0,0,0,0,0
2000,UKR,CHE,Ukraine,Switzerland,8,62,0,0,0,0,0
2000,UKR,UKR,Ukraine,Ukraine,0,0,0,0,0,96,0
2000,UKR,URY,Ukraine,Uruguay,14,0,0,0,0,0,0
2000,UKR,USA,Ukraine,United States of America,17231,732,0,0,0,0,0
2001,UKR,ARG,Ukraine,Argentina,0,25,0,0,0,0,0
2001,UKR,AUS,Ukraine,Australia,27,259,0,0,0,0,0
2001,UKR,AUT,Ukraine,Austria,19,0,0,0,0,0,0
2001,UKR,BEL,Ukraine,Belgium,188,0,0,0,0,0,0
2001,UKR,CAN,Ukraine,Canada,726,546,0,0,0,0,0
2001,UKR,CYP,Ukraine,Cyprus,0,20,0,0,0,0,0
2001,UKR,CZE,Ukraine,Czechia,21,3564,0,0,0,0,0
2001,UKR,DNK,Ukraine,Denmark,59,25,0,0,0,0,0
2001,UKR,ECU,Ukraine,Ecuador,0,5,0,0,0,0,0
2001,UKR,FIN,Ukraine,Finland,11,0,0,0,0,0,0
2001,UKR,FRA,Ukraine,France,407,0,0,0,0,0,0
2001,UKR,GBR,Ukraine,United Kingdom of Great Britain and Northern Ireland,260,0,0,0,0,0,0
2001,UKR,DEU,Ukraine,Germany,0,211,0,0,0,0,0
2001,UKR,HUN,Ukraine,Hungary,10,12,0,0,0,0,0
2001,UKR,ISL,Ukraine,Iceland,5,0,0,0,0,0,0
2001,UKR,IRL,Ukraine,Ireland,24,0,0,0,0,0,0
2001,UKR,ISR,Ukraine,Israel,0,5,0,0,0,0,0
2001,UKR,ITA,Ukraine,Italy,22,0,0,0,0,0,0
2001,UKR,MEX,Ukraine,Mexico,6,0,0,0,0,0,0
2001,UKR,NLD,Ukraine,Netherlands,444,352,0,0,0,0,0
2001,UKR,NOR,Ukraine,Norway,67,0,0,0,0,0,0
2001,UKR,RUS,Ukraine,Russian Federation,5,0,0,0,0,0,0
2001,UKR,ESP,Ukraine,Spain,54,0,0,0,0,0,0
2001,UKR,SVK,Ukraine,Slovakia,0,6,0,0,0,0,0
2001,UKR,SVN,Ukraine,Slovenia,0,6,0,0,0,0,0
2001,UKR,SWE,Ukraine,Sweden,236,0,0,0,0,0,0
2001,UKR,CHE,Ukraine,Switzerland,10,88,0,0,0,0,0
2001,UKR,URY,Ukraine,Uruguay,14,0,0,0,0,0,0
2001,UKR,USA,Ukraine,United States of America,24097,772,0,0,0,0,0
2002,UKR,ARG,Ukraine,Argentina,0,23,0,0,0,0,0
2002,UKR,AUS,Ukraine,Australia,40,125,0,0,0,0,0
2002,UKR,AUT,Ukraine,Austria,28,0,0,0,0,0,0
2002,UKR,BEL,Ukraine,Belgium,173,0,0,0,0,0,0
2002,UKR,CAN,Ukraine,Canada,712,570,0,0,0,0,0
2002,UKR,CYP,Ukraine,Cyprus,0,34,0,0,0,0,0
2002,UKR,CZE,Ukraine,Czechia,23,1983,0,0,0,0,0
2002,UKR,DNK,Ukraine,Denmark,58,12,0,0,0,0,0
2002,UKR,FIN,Ukraine,Finland,14,0,0,0,0,0,0
2002,UKR,FRA,Ukraine,France,438,0,0,0,0,0,0
2002,UKR,GBR,Ukraine,United Kingdom of Great Britain and Northern Ireland,345,0,0,0,0,0,0
2002,UKR,DEU,Ukraine,Germany,53502,245,0,0,0,0,0
2002,UKR,HUN,Ukraine,Hungary,13,5,0,0,0,0,0
2002,UKR,ISL,Ukraine,Iceland,5,0,0,0,0,0,0
2002,UKR,IRL,Ukraine,Ireland,57,0,0,0,0,0,0
2002,UKR,ISR,Ukraine,Israel,0,5,0,0,0,0,0
2002,UKR,ITA,Ukraine,Italy,22,0,0,0,0,0,0
2002,UKR,MEX,Ukraine,Mexico,6,0,0,0,0,0,0
2002,UKR,NLD,Ukraine,Netherlands,462,271,0,0,0,0,0
2002,UKR,NOR,Ukraine,Norway,74,0,0,0,0,0,0
2002,UKR,POL,Ukraine,Poland,0,8,0,0,0,0,0
2002,UKR,ESP,Ukraine,Spain,62,0,0,0,0,0,0
2002,UKR,SVK,Ukraine,Slovakia,0,33,0,0,0,0,0
2002,UKR,SVN,Ukraine,Slovenia,0,14,0,0,0,0,0
2002,UKR,SWE,Ukraine,Sweden,229,617,0,0,0,0,0
2002,UKR,CHE,Ukraine,Switzerland,14,163,0,0,0,0,0
2002,UKR,URY,Ukraine,Uruguay,14,0,0,0,0,0,0
2002,UKR,USA,Ukraine,United States of America,28967,764,0,0,0,0,0
2003,UKR,ARG,Ukraine,Argentina,5,17,0,0,0,0,0
2003,UKR,AUS,Ukraine,Australia,44,10,0,0,0,0,0
2003,UKR,AUT,Ukraine,Austria,38,0,0,0,0,0,0
2003,UKR,BEL,Ukraine,Belgium,152,39,0,0,0,0,0
2003,UKR,CAN,Ukraine,Canada,817,421,0,0,0,0,0
2003,UKR,CYP,Ukraine,Cyprus,0,99,0,0,0,0,0
2003,UKR,CZE,Ukraine,Czechia,34,565,0,0,0,0,0
2003,UKR,DNK,Ukraine,Denmark,60,0,0,0,0,0,0
2003,UKR,FIN,Ukraine,Finland,19,0,0,0,0,0,0
2003,UKR,FRA,Ukraine,France,519,0,0,0,0,0,0
2003,UKR,GBR,Ukraine,United Kingdom of Great Britain and Northern Ireland,425,0,0,0,0,0,0
2003,UKR,DEU,Ukraine,Germany,57309,82,0,0,0,0,0
2003,UKR,HUN,Ukraine,Hungary,15,5,0,0,0,0,0
2003,UKR,ISL,Ukraine,Iceland,5,0,0,0,0,0,0
2003,UKR,IRL,Ukraine,Ireland,88,173,0,0,0,0,0
2003,UKR,ITA,Ukraine,Italy,25,0,0,0,0,0,0
2003,UKR,NLD,Ukraine,Netherlands,478,188,0,0,0,0,0
2003,UKR,NOR,Ukraine,Norway,73,0,0,0,0,0,0
2003,UKR,POL,Ukraine,Poland,0,25,0,0,0,0,0
2003,UKR,ESP,Ukraine,Spain,65,0,0,0,0,0,0
2003,UKR,SVK,Ukraine,Slovakia,0,68,0,0,0,0,0
2003,UKR,SWE,Ukraine,Sweden,218,437,0,0,0,0,0
2003,UKR,CHE,Ukraine,Switzerland,16,61,0,0,0,0,0
2003,UKR,URY,Ukraine,Uruguay,12,0,0,0,0,0,0
2003,UKR,USA,Ukraine,United States of America,33724,660,0,0,0,0,0
2004,UKR,ARG,Ukraine,Argentina,10,18,0,0,0,0,0
2004,UKR,AUS,Ukraine,Australia,40,0,0,0,0,0,0
2004,UKR,AUT,Ukraine,Austria,65,0,0,0,0,0,0
2004,UKR,BEL,Ukraine,Belgium,144,52,0,0,0,0,0
2004,UKR,BIH,Ukraine,Bosnia and Herzegovina,0,5,0,0,0,0,0
2004,UKR,CAN,Ukraine,Canada,961,363,0,0,0,0,0
2004,UKR,CYP,Ukraine,Cyprus,5,823,0,0,0,0,0
2004,UKR,CZE,Ukraine,Czechia,38,187,0,0,0,0,0
2004,UKR,DNK,Ukraine,Denmark,65,5,0,0,0,0,0
2004,UKR,FIN,Ukraine,Finland,20,0,0,0,0,0,0
2004,UKR,FRA,Ukraine,France,583,0,0,0,0,0,0
2004,UKR,GBR,Ukraine,United Kingdom of Great Britain and Northern Ireland,468,0,0,0,0,0,0
2004,UKR,DEU,Ukraine,Germany,57693,84,0,0,0,0,0
2004,UKR,GRC,Ukraine,Greece,5,8,0,0,0,0,0
2004,UKR,HUN,Ukraine,Hungary,27,10,0,0,0,0,0
2004,UKR,ISL,Ukraine,Iceland,5,0,0,0,0,0,0
2004,UKR,IRL,Ukraine,Ireland,136,104,0,0,0,0,0
2004,UKR,ITA,Ukraine,Italy,29,0,0,0,0,0,0
2004,UKR,NLD,Ukraine,Netherlands,440,94,0,0,0,0,0
2004,UKR,NOR,Ukraine,Norway,74,0,0,0,0,0,0
2004,UKR,POL,Ukraine,Poland,10,12,0,0,0,0,0
2004,UKR,ESP,Ukraine,Spain,67,0,0,0,0,0,0
2004,UKR,SVK,Ukraine,Slovakia,0,72,0,0,0,0,0
2004,UKR,SWE,Ukraine,Sweden,179,216,0,0,0,0,0
2004,UKR,CHE,Ukraine,Switzerland,23,20,0,0,0,0,0
2004,UKR,URY,Ukraine,Uruguay,12,0,0,0,0,0,0
2004,UKR,USA,Ukraine,United States of America,28483,569,0,0,0,0,0
2005,UKR,ARG,Ukraine,Argentina,11,11,0,0,0,0,0
2005,UKR,AUS,Ukraine,Australia,34,5,0,0,0,0,0
2005,UKR,AUT,Ukraine,Austria,101,0,0,0,0,0,0
2005,UKR,BEL,Ukraine,Belgium,138,112,0,0,0,0,0
2005,UKR,BLR,Ukraine,Belarus,0,5,0,0,0,0,0
2005,UKR,BGR,Ukraine,Bulgaria,0,5,0,0,0,0,0
2005,UKR,CAN,Ukraine,Canada,1100,315,0,0,0,0,0
2005,UKR,CYP,Ukraine,Cyprus,12,1100,0,0,0,0,0
2005,UKR,CZE,Ukraine,Czechia,45,129,0,0,0,0,0
2005,UKR,DNK,Ukraine,Denmark,60,0,0,0,0,0,0
2005,UKR,FIN,Ukraine,Finland,20,0,0,0,0,0,0
2005,UKR,FRA,Ukraine,France,643,0,0,0,0,0,0
2005,UKR,GBR,Ukraine,United Kingdom of Great Britain and Northern Ireland,484,0,0,0,0,0,0
2005,UKR,DEU,Ukraine,Germany,56276,195,0,0,0,0,0
2005,UKR,GRC,Ukraine,Greece,5,6,0,0,0,0,0
2005,UKR,HUN,Ukraine,Hungary,52,5,0,0,0,0,0
2005,UKR,ISL,Ukraine,Iceland,26,0,0,0,0,0,0
2005,UKR,IRL,Ukraine,Ireland,162,0,0,0,0,0,0
2005,UKR,ITA,Ukraine,Italy,29,0,0,0,0,0,0
2005,UKR,NLD,Ukraine,Netherlands,390,57,0,0,0,0,0
2005,UKR,NOR,Ukraine,Norway,74,0,0,0,0,0,0
2005,UKR,POL,Ukraine,Poland,10,0,0,0,0,0,0
2005,UKR,ESP,Ukraine,Spain,68,0,0,0,0,0,0
2005,UKR,SVK,Ukraine,Slovakia,12,58,0,0,0,0,0
2005,UKR,SWE,Ukraine,Sweden,172,90,0,0,0,0,0
2005,UKR,CHE,Ukraine,Switzerland,31,7,0,0,0,0,0
2005,UKR,URY,Ukraine,Uruguay,12,0,0,0,0,0,0
2005,UKR,USA,Ukraine,United States of America,24256,564,0,0,0,0,0
2006,UKR,ARG,Ukraine,Argentina,11,11,0,0,0,0,0
2006,UKR,AUS,Ukraine,Australia,30,5,0,0,0,0,0
2006,UKR,AUT,Ukraine,Austria,131,721,0,0,0,0,0
2006,UKR,BEL,Ukraine,Belgium,126,42,0,0,0,0,0
2006,UKR,CAN,Ukraine,Canada,1177,283,0,0,0,0,0
2006,UKR,CYP,Ukraine,Cyprus,14,870,0,0,0,0,0
2006,UKR,CZE,Ukraine,Czechia,63,658,0,0,0,0,0
2006,UKR,DNK,Ukraine,Denmark,57,0,0,0,0,0,0
2006,UKR,FIN,Ukraine,Finland,20,9,0,0,0,0,0
2006,UKR,FRA,Ukraine,France,663,0,0,0,0,0,0
2006,UKR,GBR,Ukraine,United Kingdom of Great Britain and Northern Ireland,492,0,0,0,0,0,0
2006,UKR,DEU,Ukraine,Germany,16446,126,0,0,0,0,0
2006,UKR,GRC,Ukraine,Greece,5,0,0,0,0,0,0
2006,UKR,HUN,Ukraine,Hungary,48,9,0,0,0,0,0
2006,UKR,ISL,Ukraine,Iceland,26,5,0,0,0,0,0
2006,UKR,IRL,Ukraine,Ireland,163,31,0,0,0,0,0
2006,UKR,ITA,Ukraine,Italy,29,0,0,0,0,0,0
2006,UKR,NLD,Ukraine,Netherlands,241,51,0,0,0,0,0
2006,UKR,NOR,Ukraine,Norway,74,7,0,0,0,0,0
2006,UKR,POL,Ukraine,Poland,11,5,0,0,0,0,0
2006,UKR,ROU,Ukraine,Romania,0,5,0,0,0,0,0
2006,UKR,RUS,Ukraine,Russian Federation,0,6,0,0,0,0,0
2006,UKR,ESP,Ukraine,Spain,65,0,0,0,0,0,0
2006,UKR,SVK,Ukraine,Slovakia,12,61,0,0,0,0,0
2006,UKR,SWE,Ukraine,Sweden,165,73,0,0,0,0,0
2006,UKR,CHE,Ukraine,Switzerland,28,6,0,0,0,0,0
2006,UKR,URY,Ukraine,Uruguay,12,0,0,0,0,0,0
2006,UKR,USA,Ukraine,United States of America,43607,494,0,0,0,0,0
2007,UKR,ARG,Ukraine,Argentina,11,15,0,0,0,0,0
2007,UKR,AUS,Ukraine,Australia,55,0,0,0,0,0,0
2007,UKR,AUT,Ukraine,Austria,151,684,0,0,0,0,0
2007,UKR,BEL,Ukraine,Belgium,109,0,0,0,0,0,0
2007,UKR,BRA,Ukraine,Brazil,0,5,0,0,0,0,0
2007,UKR,CAN,Ukraine,Canada,1911,332,0,0,0,0,0
2007,UKR,CRI,Ukraine,Costa Rica,18,0,0,0,0,0,0
2007,UKR,CYP,Ukraine,Cyprus,18,407,0,0,0,0,0
2007,UKR,CZE,Ukraine,Czechia,78,347,0,0,0,0,0
2007,UKR,DNK,Ukraine,Denmark,56,0,0,0,0,0,0
2007,UKR,FIN,Ukraine,Finland,20,5,0,0,0,0,0
2007,UKR,FRA,Ukraine,France,673,0,0,0,0,0,0
2007,UKR,GBR,Ukraine,United Kingdom of Great Britain and Northern Ireland,504,0,0,0,0,0,0
2007,UKR,DEU,Ukraine,Germany,19573,76,0,0,0,0,0
2007,UKR,GRC,Ukraine,Greece,5,6,0,0,0,0,0
2007,UKR,HUN,Ukraine,Hungary,49,0,0,0,0,0,0
2007,UKR,ISL,Ukraine,Iceland,5,0,0,0,0,0,0
2007,UKR,IRL,Ukraine,Ireland,197,40,0,0,0,0,0
2007,UKR,ISR,Ukraine,Israel,0,5,0,0,0,0,0
2007,UKR,ITA,Ukraine,Italy,62,0,0,0,0,0,0
2007,UKR,NLD,Ukraine,Netherlands,205,0,0,0,0,0,0
2007,UKR,NOR,Ukraine,Norway,74,5,0,0,0,0,0
2007,UKR,POL,Ukraine,Poland,11,12,0,0,0,0,0
2007,UKR,RUS,Ukraine,Russian Federation,0,26,0,0,0,0,0
2007,UKR,ESP,Ukraine,Spain,65,0,0,0,0,0,0
2007,UKR,SVK,Ukraine,Slovakia,13,0,0,0,0,0,0
2007,UKR,SWE,Ukraine,Sweden,172,75,0,0,0,0,0
2007,UKR,CHE,Ukraine,Switzerland,21,5,0,0,0,0,0
2007,UKR,URY,Ukraine,Uruguay,12,0,0,0,0,0,0
2007,UKR,USA,Ukraine,United States of America,1912,373,0,0,0,0,0
2008,UKR,ARG,Ukraine,Argentina,24,0,0,0,0,0,0
2008,UKR,AUS,Ukraine,Australia,55,0,0,0,0,0,0
2008,UKR,AUT,Ukraine,Austria,221,515,0,0,0,0,0
2008,UKR,BEL,Ukraine,Belgium,100,0,0,0,0,0,0
2008,UKR,BLR,Ukraine,Belarus,0,6,0,0,0,0,0
2008,UKR,CAN,Ukraine,Canada,1904,401,0,0,0,0,0
2008,UKR,CRI,Ukraine,Costa Rica,18,0,0,0,0,0,0
2008,UKR,CYP,Ukraine,Cyprus,21,274,0,0,0,0,0
2008,UKR,CZE,Ukraine,Czechia,85,216,0,0,0,0,0
2008,UKR,DNK,Ukraine,Denmark,49,0,0,0,0,0,0
2008,UKR,FIN,Ukraine,Finland,19,5,0,0,0,0,0
2008,UKR,FRA,Ukraine,France,678,0,0,0,0,0,0
2008,UKR,GBR,Ukraine,United Kingdom of Great Britain and Northern Ireland,509,0,0,0,0,0,0
2008,UKR,DEU,Ukraine,Germany,22156,48,0,0,0,0,0
2008,UKR,GRC,Ukraine,Greece,5,9,0,0,0,0,0
2008,UKR,HUN,Ukraine,Hungary,49,5,0,0,0,0,0
2008,UKR,IRL,Ukraine,Ireland,199,41,0,0,0,0,0
2008,UKR,ITA,Ukraine,Italy,63,0,0,0,0,0,0
2008,UKR,NLD,Ukraine,Netherlands,170,0,0,0,0,0,0
2008,UKR,NOR,Ukraine,Norway,76,13,0,0,0,0,0
2008,UKR,POL,Ukraine,Poland,13,7,0,0,0,0,0
2008,UKR,RUS,Ukraine,Russian Federation,6,9,0,0,0,0,0
2008,UKR,ESP,Ukraine,Spain,56,0,0,0,0,0,0
2008,UKR,SVK,Ukraine,Slovakia,16,0,0,0,0,0,0
2008,UKR,SWE,Ukraine,Sweden,162,38,0,0,0,0,0
2008,UKR,CHE,Ukraine,Switzerland,22,19,0,0,0,0,0
2008,UKR,URY,Ukraine,Uruguay,12,0,0,0,0,0,0
2008,UKR,USA,Ukraine,United States of America,1728,294,0,0,0,0,0
2009,UKR,ARG,Ukraine,Argentina,19,0,0,0,0,0,0
