Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Refugees,Asylum seekers,Other people in need of international protection,Internally displaced persons,Stateless Persons,Others of concern to UNHCR,Host community
2017,UKR,DEU,Ukraine,Germany,631,3963,0,0,0,0,0
2017,UKR,GRC,Ukraine,Greece,134,99,0,0,0,0,0
2017,UKR,HRV,Ukraine,Croatia,5,0,0,0,0,0,0
2017,UKR,HUN,Ukraine,Hungary,19,0,0,0,0,0,0
2017,UKR,ISL,Ukraine,Iceland,15,6,0,0,0,0,0
2017,UKR,IND,Ukraine,India,0,6,0,0,0,0,0
2017,UKR,IRL,Ukraine,Ireland,110,66,0,0,0,0,0
2017,UKR,ISR,Ukraine,Israel,0,11507,0,0,0,0,0
2017,UKR,ITA,Ukraine,Italy,4947,4453,0,0,0,0,0
2017,UKR,JOR,Ukraine,Jordan,0,17,0,0,0,0,0
2017,UKR,KGZ,Ukraine,Kyrgyzstan,17,9,0,0,0,0,0
2017,UKR,KOR,Ukraine,Republic of Korea,12,18,0,0,0,0,0
2017,UKR,KWT,Ukraine,Kuwait,0,5,0,0,0,0,0
2017,UKR,LBN,Ukraine,Lebanon,0,5,0,0,0,5,0
2017,UKR,LIE,Ukraine,Liechtenstein,5,5,0,0,0,0,0
2017,UKR,LTU,Ukraine,Lithuania,63,21,0,0,0,0,0
2017,UKR,LUX,Ukraine,Luxembourg,6,40,0,0,0,0,0
2017,UKR,MRT,Ukraine,Mauritania,5,0,0,0,0,0,0
2017,UKR,MDA,Ukraine,Republic of Moldova,60,16,0,0,0,0,0
2017,UKR,MEX,Ukraine,Mexico,9,0,0,0,0,0,0
2017,UKR,MLT,Ukraine,Malta,120,68,0,0,0,0,0
2017,UKR,NLD,Ukraine,Netherlands,23,32,0,0,0,0,0
2017,UKR,NOR,Ukraine,Norway,9,0,0,0,0,0,0
2017,UKR,NZL,Ukraine,New Zealand,0,5,0,0,0,0,0
2017,UKR,PAN,Ukraine,Panama,0,5,0,0,0,0,0
2017,UKR,PER,Ukraine,Peru,15,0,0,0,0,0,0
2017,UKR,POL,Ukraine,Poland,369,333,0,0,0,0,0
2017,UKR,PRT,Ukraine,Portugal,373,0,0,0,0,0,0
2017,UKR,ROU,Ukraine,Romania,37,5,0,0,0,0,0
2017,UKR,RUS,Ukraine,Russian Federation,123600,1512,0,0,0,0,0
2017,UKR,ESP,Ukraine,Spain,368,4466,0,0,0,0,0
2017,UKR,SRB,Ukraine,Serbia,15,0,0,0,0,0,0
2017,UKR,SVK,Ukraine,Slovakia,23,0,0,0,0,0,0
2017,UKR,SVN,Ukraine,Slovenia,5,0,0,0,0,0,0
2017,UKR,SWE,Ukraine,Sweden,208,387,0,0,0,0,0
2017,UKR,CHE,Ukraine,Switzerland,42,84,0,0,0,0,0
2017,UKR,THA,Ukraine,Thailand,5,0,0,0,0,0,0
2017,UKR,UKR,Ukraine,Ukraine,0,0,0,1800000,0,0,0
2017,UKR,URY,Ukraine,Uruguay,11,0,0,0,0,0,0
2017,UKR,USA,Ukraine,United States of America,1812,7574,0,0,0,0,0
2018,UKR,ARG,Ukraine,Argentina,106,125,0,0,0,0,0
2018,UKR,ARM,Ukraine,Armenia,115,5,0,0,0,0,0
2018,UKR,AUS,Ukraine,Australia,22,87,0,0,0,0,0
2018,UKR,AUT,Ukraine,Austria,282,537,0,0,0,0,0
2018,UKR,AZE,Ukraine,Azerbaijan,5,0,0,0,0,0,0
2018,UKR,BEL,Ukraine,Belgium,166,185,0,0,0,0,0
2018,UKR,BLR,Ukraine,Belarus,1804,133,0,0,0,0,0
2018,UKR,BRA,Ukraine,Brazil,14,65,0,0,0,0,0
2018,UKR,BGR,Ukraine,Bulgaria,0,40,0,0,0,0,0
2018,UKR,CAN,Ukraine,Canada,1319,298,0,0,0,0,0
2018,UKR,CRI,Ukraine,Costa Rica,17,0,0,0,0,0,0
2018,UKR,CYP,Ukraine,Cyprus,30,120,0,0,0,0,0
2018,UKR,CZE,Ukraine,Czechia,318,241,0,0,0,0,0
2018,UKR,DNK,Ukraine,Denmark,27,46,0,0,0,0,0
2018,UKR,ECU,Ukraine,Ecuador,14,0,0,0,0,0,0
2018,UKR,EST,Ukraine,Estonia,64,9,0,0,0,0,0
2018,UKR,FIN,Ukraine,Finland,8,38,0,0,0,0,0
2018,UKR,FRA,Ukraine,France,1715,703,0,0,0,0,0
2018,UKR,GBR,Ukraine,United Kingdom of Great Britain and Northern Ireland,144,178,0,0,0,0,0
2018,UKR,GEO,Ukraine,Georgia,617,10,0,0,0,0,0
2018,UKR,DEU,Ukraine,Germany,741,3149,0,0,0,0,0
2018,UKR,GRC,Ukraine,Greece,145,117,0,0,0,0,0
2018,UKR,HRV,Ukraine,Croatia,8,5,0,0,0,0,0
2018,UKR,HUN,Ukraine,Hungary,19,0,0,0,0,0,0
2018,UKR,ISL,Ukraine,Iceland,17,24,0,0,0,0,0
2018,UKR,IND,Ukraine,India,0,7,0,0,0,0,0
2018,UKR,IRL,Ukraine,Ireland,78,53,0,0,0,0,0
2018,UKR,ISR,Ukraine,Israel,0,7857,0,0,0,0,0
2018,UKR,ITA,Ukraine,Italy,5861,4164,0,0,0,0,0
2018,UKR,JOR,Ukraine,Jordan,0,18,0,0,0,0,0
2018,UKR,KGZ,Ukraine,Kyrgyzstan,19,6,0,0,0,0,0
2018,UKR,KOR,Ukraine,Republic of Korea,14,59,0,0,0,0,0
2018,UKR,KWT,Ukraine,Kuwait,0,5,0,0,0,0,0
2018,UKR,LBN,Ukraine,Lebanon,0,5,0,0,0,0,0
2018,UKR,LIE,Ukraine,Liechtenstein,5,9,0,0,0,0,0
2018,UKR,LTU,Ukraine,Lithuania,64,7,0,0,0,0,0
2018,UKR,LUX,Ukraine,Luxembourg,6,20,0,0,0,0,0
2018,UKR,MRT,Ukraine,Mauritania,5,0,0,0,0,0,0
2018,UKR,MDA,Ukraine,Republic of Moldova,58,10,0,0,0,0,0
2018,UKR,MEX,Ukraine,Mexico,18,5,0,0,0,0,0
2018,UKR,MLT,Ukraine,Malta,136,43,0,0,0,0,0
2018,UKR,NLD,Ukraine,Netherlands,23,31,0,0,0,0,0
2018,UKR,NOR,Ukraine,Norway,10,14,0,0,0,0,0
2018,UKR,PAN,Ukraine,Panama,0,5,0,0,0,0,0
2018,UKR,PER,Ukraine,Peru,16,0,0,0,0,0,0
2018,UKR,POL,Ukraine,Poland,464,309,0,0,0,0,0
2018,UKR,PRT,Ukraine,Portugal,423,15,0,0,0,0,0
2018,UKR,ROU,Ukraine,Romania,28,7,0,0,0,0,0
2018,UKR,RUS,Ukraine,Russian Federation,75146,795,0,0,0,0,0
2018,UKR,ESP,Ukraine,Spain,562,4300,0,0,0,0,0
2018,UKR,SRB,Ukraine,Serbia,15,0,0,0,0,0,0
2018,UKR,SVK,Ukraine,Slovakia,23,0,0,0,0,0,0
2018,UKR,SVN,Ukraine,Slovenia,5,0,0,0,0,0,0
2018,UKR,SWE,Ukraine,Sweden,215,445,0,0,0,0,0
2018,UKR,CHE,Ukraine,Switzerland,56,0,0,0,0,0,0
2018,UKR,UKR,Ukraine,Ukraine,0,0,0,1500002,0,0,0
2018,UKR,URY,Ukraine,Uruguay,11,0,0,0,0,0,0
2018,UKR,USA,Ukraine,United States of America,2270,7661,0,0,0,0,0
2019,UKR,ARG,Ukraine,Argentina,117,91,0,0,0,0,0
2019,UKR,ARM,Ukraine,Armenia,116,5,0,0,0,0,0
2019,UKR,AUS,Ukraine,Australia,24,118,0,0,0,0,0
2019,UKR,AUT,Ukraine,Austria,265,313,0,0,0,0,0
2019,UKR,AZE,Ukraine,Azerbaijan,5,0,0,0,0,0,0
2019,UKR,BEL,Ukraine,Belgium,254,105,0,0,0,0,0
2019,UKR,BLR,Ukraine,Belarus,2300,98,0,0,0,0,0
2019,UKR,BOL,Ukraine,Bolivia (Plurinational State of),5,0,0,0,0,0,0
2019,UKR,BRA,Ukraine,Brazil,17,79,0,0,0,0,0
2019,UKR,BGR,Ukraine,Bulgaria,0,40,0,0,0,0,0
2019,UKR,CAN,Ukraine,Canada,1199,307,0,0,0,0,0
2019,UKR,CRI,Ukraine,Costa Rica,13,0,0,0,0,0,0
2019,UKR,CYP,Ukraine,Cyprus,30,135,0,0,0,0,0
2019,UKR,CZE,Ukraine,Czechia,305,146,0,0,0,0,0
2019,UKR,DNK,Ukraine,Denmark,28,29,0,0,0,0,0
2019,UKR,ECU,Ukraine,Ecuador,14,0,0,0,0,0,0
2019,UKR,EST,Ukraine,Estonia,62,0,0,0,0,0,0
2019,UKR,FIN,Ukraine,Finland,11,25,0,0,0,0,0
2019,UKR,FRA,Ukraine,France,1839,1020,0,0,0,0,0
2019,UKR,GBR,Ukraine,United Kingdom of Great Britain and Northern Ireland,185,233,0,0,0,0,0
2019,UKR,GEO,Ukraine,Georgia,306,6,0,0,0,252,0
2019,UKR,DEU,Ukraine,Germany,847,2312,0,0,0,0,0
2019,UKR,GRC,Ukraine,Greece,151,97,0,0,0,0,0
2019,UKR,HRV,Ukraine,Croatia,8,0,0,0,0,0,0
2019,UKR,HUN,Ukraine,Hungary,15,0,0,0,0,0,0
2019,UKR,ISL,Ukraine,Iceland,18,5,0,0,0,0,0
2019,UKR,IND,Ukraine,India,0,9,0,0,0,0,0
2019,UKR,IRL,Ukraine,Ireland,81,33,0,0,0,0,0
2019,UKR,ISR,Ukraine,Israel,5,5056,0,0,0,0,0
2019,UKR,ITA,Ukraine,Italy,6353,1189,0,0,0,0,0
2019,UKR,JOR,Ukraine,Jordan,0,19,0,0,0,0,0
2019,UKR,KGZ,Ukraine,Kyrgyzstan,23,0,0,0,0,0,0
2019,UKR,KOR,Ukraine,Republic of Korea,14,64,0,0,0,0,0
2019,UKR,KWT,Ukraine,Kuwait,0,5,0,0,0,0,0
2019,UKR,LBN,Ukraine,Lebanon,0,0,0,0,0,5,0
2019,UKR,LIE,Ukraine,Liechtenstein,5,0,0,0,0,0,0
2019,UKR,LTU,Ukraine,Lithuania,64,5,0,0,0,0,0
2019,UKR,LUX,Ukraine,Luxembourg,6,25,0,0,0,0,0
2019,UKR,MRT,Ukraine,Mauritania,5,0,0,0,0,0,0
2019,UKR,MDA,Ukraine,Republic of Moldova,53,5,0,0,0,0,0
2019,UKR,MEX,Ukraine,Mexico,17,5,0,0,0,0,0
2019,UKR,MLT,Ukraine,Malta,142,59,0,0,0,0,0
2019,UKR,NLD,Ukraine,Netherlands,20,59,0,0,0,0,0
2019,UKR,NOR,Ukraine,Norway,10,15,0,0,0,0,0
2019,UKR,PAN,Ukraine,Panama,0,5,0,0,0,0,0
2019,UKR,PER,Ukraine,Peru,17,0,0,0,0,0,0
2019,UKR,POL,Ukraine,Poland,485,515,0,0,0,0,0
2019,UKR,PRT,Ukraine,Portugal,436,93,0,0,0,0,0
2019,UKR,ROU,Ukraine,Romania,22,5,0,0,0,0,0
2019,UKR,ZAF,Ukraine,South Africa,5,0,0,0,0,0,0
2019,UKR,RUS,Ukraine,Russian Federation,40393,858,0,0,0,0,0
2019,UKR,ESP,Ukraine,Spain,631,6460,0,0,0,0,0
2019,UKR,SRB,Ukraine,Serbia,15,0,0,0,0,0,0
2019,UKR,SVK,Ukraine,Slovakia,24,0,0,0,0,0,0
2019,UKR,SVN,Ukraine,Slovenia,5,0,0,0,0,0,0
2019,UKR,SWE,Ukraine,Sweden,223,471,0,0,0,0,0
2019,UKR,CHE,Ukraine,Switzerland,65,50,0,0,0,0,0
2019,UKR,UKR,Ukraine,Ukraine,0,0,0,734000,0,1680000,0
2019,UKR,URY,Ukraine,Uruguay,11,5,0,0,0,0,0
2019,UKR,USA,Ukraine,United States of America,2580,7817,0,0,0,0,0
2020,UKR,ARG,Ukraine,Argentina,118,88,0,0,0,0,0
2020,UKR,ARM,Ukraine,Armenia,115,0,0,0,0,0,0
2020,UKR,AUS,Ukraine,Australia,24,97,0,0,0,0,0
2020,UKR,AUT,Ukraine,Austria,251,182,0,0,0,0,0
2020,UKR,AZE,Ukraine,Azerbaijan,5,0,0,0,0,0,0
2020,UKR,BEL,Ukraine,Belgium,254,155,0,0,0,0,0
2020,UKR,BLR,Ukraine,Belarus,2471,96,0,0,0,0,0
2020,UKR,BOL,Ukraine,Bolivia (Plurinational State of),5,0,0,0,0,0,0
2020,UKR,BRA,Ukraine,Brazil,19,80,0,0,0,0,0
2020,UKR,BGR,Ukraine,Bulgaria,0,32,0,0,0,0,0
2020,UKR,CAN,Ukraine,Canada,1205,190,0,0,0,0,0
2020,UKR,CRI,Ukraine,Costa Rica,13,0,0,0,0,0,0
2020,UKR,CYP,Ukraine,Cyprus,30,139,0,0,0,0,0
2020,UKR,CZE,Ukraine,Czechia,284,121,0,0,0,0,0
2020,UKR,DNK,Ukraine,Denmark,29,28,0,0,0,0,0
2020,UKR,ECU,Ukraine,Ecuador,15,5,0,0,0,0,0
2020,UKR,EST,Ukraine,Estonia,29,0,0,0,0,0,0
2020,UKR,FIN,Ukraine,Finland,11,43,0,0,0,0,0
2020,UKR,FRA,Ukraine,France,1921,1940,0,0,0,0,0
2020,UKR,GBR,Ukraine,United Kingdom of Great Britain and Northern Ireland,208,228,0,0,0,0,0
2020,UKR,GEO,Ukraine,Georgia,493,13,0,0,0,0,0
2020,UKR,DEU,Ukraine,Germany,895,1519,0,0,0,0,0
2020,UKR,GRC,Ukraine,Greece,158,63,0,0,0,0,0
2020,UKR,HRV,Ukraine,Croatia,8,0,0,0,0,0,0
2020,UKR,HUN,Ukraine,Hungary,14,0,0,0,0,0,0
2020,UKR,ISL,Ukraine,Iceland,19,0,0,0,0,0,0
2020,UKR,IND,Ukraine,India,0,5,0,0,0,0,0
2020,UKR,IRL,Ukraine,Ireland,85,19,0,0,0,0,0
2020,UKR,ISR,Ukraine,Israel,27,1829,0,0,0,0,0
2020,UKR,ITA,Ukraine,Italy,2920,961,0,0,0,0,0
2020,UKR,JOR,Ukraine,Jordan,0,10,0,0,0,0,0
2020,UKR,KGZ,Ukraine,Kyrgyzstan,21,0,0,0,0,0,0
2020,UKR,KOR,Ukraine,Republic of Korea,14,30,0,0,0,0,0
2020,UKR,KWT,Ukraine,Kuwait,0,5,0,0,0,0,0
2020,UKR,LBN,Ukraine,Lebanon,0,0,0,0,0,5,0
2020,UKR,LIE,Ukraine,Liechtenstein,5,0,0,0,0,0,0
2020,UKR,LTU,Ukraine,Lithuania,64,5,0,0,0,0,0
2020,UKR,LUX,Ukraine,Luxembourg,5,5,0,0,0,0,0
2020,UKR,MDA,Ukraine,Republic of Moldova,33,5,0,0,0,0,0
2020,UKR,MEX,Ukraine,Mexico,17,5,0,0,0,0,0
2020,UKR,MLT,Ukraine,Malta,141,44,0,0,0,0,0
2020,UKR,NLD,Ukraine,Netherlands,21,21,0,0,0,0,0
2020,UKR,NOR,Ukraine,Norway,10,9,0,0,0,0,0
2020,UKR,PAN,Ukraine,Panama,0,5,0,0,0,0,0
2020,UKR,PER,Ukraine,Peru,17,0,0,0,0,0,0
2020,UKR,POL,Ukraine,Poland,416,305,0,0,0,0,0
2020,UKR,PRT,Ukraine,Portugal,443,59,0,0,0,0,0
2020,UKR,ROU,Ukraine,Romania,20,5,0,0,0,0,0
2020,UKR,ZAF,Ukraine,South Africa,5,0,0,0,0,0,0
2020,UKR,RUS,Ukraine,Russian Federation,18428,148,0,0,0,0,0
2020,UKR,ESP,Ukraine,Spain,922,4290,0,0,0,0,0
2020,UKR,SRB,Ukraine,Serbia,15,0,0,0,0,0,0
2020,UKR,SVK,Ukraine,Slovakia,24,0,0,0,0,0,0
2020,UKR,SVN,Ukraine,Slovenia,5,0,0,0,0,0,0
2020,UKR,SWE,Ukraine,Sweden,232,390,0,0,0,0,0
2020,UKR,CHE,Ukraine,Switzerland,80,25,0,0,0,0,0
2020,UKR,UKR,Ukraine,Ukraine,0,0,0,734000,0,1620000,0
2020,UKR,URY,Ukraine,Uruguay,11,5,0,0,0,0,0
2020,UKR,USA,Ukraine,United States of America,2581,8222,0,0,0,0,0
2021,UKR,ARG,Ukraine,Argentina,121,84,0,0,0,0,0
2021,UKR,ARM,Ukraine,Armenia,117,0,0,0,0,0,0
2021,UKR,AUS,Ukraine,Australia,18,99,0,0,0,0,0
2021,UKR,AUT,Ukraine,Austria,253,113,0,0,0,0,0
2021,UKR,AZE,Ukraine,Azerbaijan,5,0,0,0,0,0,0
2021,UKR,BEL,Ukraine,Belgium,289,155,0,0,0,0,0
2021,UKR,BLR,Ukraine,Belarus,2378,14,0,0,0,0,0
2021,UKR,BOL,Ukraine,Bolivia (Plurinational State of),5,0,0,0,0,0,0
2021,UKR,BRA,Ukraine,Brazil,20,83,0,0,0,0,0
2021,UKR,BGR,Ukraine,Bulgaria,0,6,0,0,0,0,0
2021,UKR,CAN,Ukraine,Canada,1228,98,0,0,0,0,0
2021,UKR,CRI,Ukraine,Costa Rica,13,5,0,0,0,0,0
2021,UKR,CYP,Ukraine,Cyprus,31,64,0,0,0,0,0
2021,UKR,CZE,Ukraine,Czechia,225,120,0,0,0,0,0
2021,UKR,DNK,Ukraine,Denmark,29,14,0,0,0,0,0
2021,UKR,ECU,Ukraine,Ecuador,15,0,0,0,0,0,0
2021,UKR,EST,Ukraine,Estonia,28,0,0,0,0,0,0
2021,UKR,FIN,Ukraine,Finland,11,14,0,0,0,0,0
2021,UKR,FRA,Ukraine,France,2801,588,0,0,0,0,0
2021,UKR,GBR,Ukraine,United Kingdom of Great Britain and Northern Ireland,225,266,0,0,0,0,0
2021,UKR,GEO,Ukraine,Georgia,481,0,0,0,0,0,0
2021,UKR,DEU,Ukraine,Germany,918,1328,0,0,0,0,0
2021,UKR,GRC,Ukraine,Greece,169,99,0,0,0,0,0
2021,UKR,HRV,Ukraine,Croatia,8,0,0,0,0,0,0
2021,UKR,HUN,Ukraine,Hungary,13,0,0,0,0,0,0
2021,UKR,ISL,Ukraine,Iceland,20,0,0,0,0,0,0
2021,UKR,IND,Ukraine,India,0,5,0,0,0,0,0
2021,UKR,IRL,Ukraine,Ireland,79,15,0,0,0,0,0
2021,UKR,ISR,Ukraine,Israel,27,544,0,0,0,0,0
2021,UKR,ITA,Ukraine,Italy,3379,680,0,0,0,0,0
2021,UKR,JOR,Ukraine,Jordan,0,9,0,0,0,0,0
2021,UKR,KGZ,Ukraine,Kyrgyzstan,18,0,0,0,0,0,0
2021,UKR,KOR,Ukraine,Republic of Korea,14,24,0,0,0,0,0
2021,UKR,KWT,Ukraine,Kuwait,0,5,0,0,0,0,0
2021,UKR,LBN,Ukraine,Lebanon,0,0,0,0,0,5,0
2021,UKR,LIE,Ukraine,Liechtenstein,5,0,0,0,0,0,0
2021,UKR,LTU,Ukraine,Lithuania,64,5,0,0,0,0,0
2021,UKR,LUX,Ukraine,Luxembourg,5,10,0,0,0,0,0
2021,UKR,LVA,Ukraine,Latvia,0,5,0,0,0,0,0
2021,UKR,MDA,Ukraine,Republic of Moldova,18,7,0,0,0,0,0
2021,UKR,MEX,Ukraine,Mexico,19,5,0,0,0,0,0
2021,UKR,MLT,Ukraine,Malta,142,54,0,0,0,0,0
2021,UKR,NLD,Ukraine,Netherlands,34,35,0,0,0,0,0
2021,UKR,NOR,Ukraine,Norway,13,0,0,0,0,0,0
2021,UKR,PAN,Ukraine,Panama,0,5,0,0,0,0,0
2021,UKR,PER,Ukraine,Peru,17,0,0,0,0,0,0
2021,UKR,POL,Ukraine,Poland,422,109,0,0,0,0,0
2021,UKR,PRT,Ukraine,Portugal,447,40,0,0,0,0,0
2021,UKR,ROU,Ukraine,Romania,17,0,0,0,0,0,0
2021,UKR,ZAF,Ukraine,South Africa,5,0,0,0,0,0,0
2021,UKR,RUS,Ukraine,Russian Federation,8921,126,0,0,0,0,0
2021,UKR,ESP,Ukraine,Spain,1515,2820,0,0,0,0,0
2021,UKR,SRB,Ukraine,Serbia,15,0,0,0,0,0,0
2021,UKR,SVK,Ukraine,Slovakia,24,0,0,0,0,0,0
2021,UKR,SVN,Ukraine,Slovenia,5,0,0,0,0,0,0
2021,UKR,SWE,Ukraine,Sweden,226,334,0,0,0,0,0
2021,UKR,CHE,Ukraine,Switzerland,91,29,0,0,0,0,0
2021,UKR,UKR,Ukraine,Ukraine,0,0,0,854000,0,1424800,0
2021,UKR,URY,Ukraine,Uruguay,11,6,0,0,0,0,0
2021,UKR,USA,Ukraine,United States of America,2608,11404,0,0,0,0,0
2022,UKR,ALB,Ukraine,Albania,2192,0,0,0,0,0,0
2022,UKR,ARG,Ukraine,Argentina,121,84,0,0,0,0,0
2022,UKR,ARM,Ukraine,Armenia,131,217,0,0,0,0,0
2022,UKR,AUS,Ukraine,Australia,26,267,0,0,0,2943,0
2022,UKR,AUT,Ukraine,Austria,74689,321,0,0,0,0,0
2022,UKR,AZE,Ukraine,Azerbaijan,4788,41,0,0,0,0,0
2022,UKR,BEL,Ukraine,Belgium,48238,160,0,0,0,0,0
2022,UKR,BLR,Ukraine,Belarus,12231,743,0,0,0,0,0
2022,UKR,BOL,Ukraine,Bolivia (Plurinational State of),5,0,0,0,0,0,0
2022,UKR,BRA,Ukraine,Brazil,34,70,0,0,0,0,0
2022,UKR,BIH,Ukraine,Bosnia and Herzegovina,234,25,0,0,0,37,0
2022,UKR,BGR,Ukraine,Bulgaria,119450,325,0,0,0,0,0
2022,UKR,CAN,Ukraine,Canada,149,217,0,0,0,0,0
2022,UKR,CHL,Ukraine,Chile,0,75,0,0,0,0,0
2022,UKR,COL,Ukraine,Colombia,0,10,0,0,0,0,0
2022,UKR,CRI,Ukraine,Costa Rica,13,21,0,0,0,0,0
2022,UKR,CYP,Ukraine,Cyprus,13707,94,0,0,0,0,0
2022,UKR,CZE,Ukraine,Czechia,386371,278,0,0,0,0,0
2022,UKR,DNK,Ukraine,Denmark,27954,1191,0,0,0,0,0
2022,UKR,ECU,Ukraine,Ecuador,44,16,0,0,0,0,0
2022,UKR,EST,Ukraine,Estonia,28181,69,0,0,0,0,0
2022,UKR,FIN,Ukraine,Finland,29172,715,0,0,0,0,0
2022,UKR,FRA,Ukraine,France,94970,1334,0,0,0,0,0
2022,UKR,GBR,Ukraine,United Kingdom of Great Britain and Northern Ireland,91223,709,0,0,0,0,0
2022,UKR,GEO,Ukraine,Georgia,22647,113,0,0,0,0,0
2022,UKR,DEU,Ukraine,Germany,876311,1512,0,0,0,0,0
2022,UKR,GHA,Ukraine,Ghana,0,5,0,0,0,0,0
2022,UKR,GRC,Ukraine,Greece,16882,129,0,0,0,0,0
2022,UKR,GTM,Ukraine,Guatemala,0,5,0,0,0,0,0
2022,UKR,HRV,Ukraine,Croatia,15387,0,0,0,0,0,0
2022,UKR,HUN,Ukraine,Hungary,25982,5,0,0,0,0,0
2022,UKR,ISL,Ukraine,Iceland,1240,55,0,0,0,0,0
2022,UKR,IND,Ukraine,India,0,32,0,0,0,0,0
2022,UKR,IRL,Ukraine,Ireland,41043,205,0,0,0,0,0
2022,UKR,IRQ,Ukraine,Iraq,0,5,0,0,0,0,0
2022,UKR,ISR,Ukraine,Israel,27,433,0,0,0,35000,0
2022,UKR,ITA,Ukraine,Italy,145593,1689,0,0,0,0,0
2022,UKR,JOR,Ukraine,Jordan,0,9,0,0,0,0,0
2022,UKR,KAZ,Ukraine,Kazakhstan,0,228,0,0,0,0,0
2022,UKR,KGZ,Ukraine,Kyrgyzstan,17,6,0,0,0,0,0
2022,UKR,KOR,Ukraine,Republic of Korea,14,24,0,0,0,0,0
2022,UKR,KWT,Ukraine,Kuwait,0,5,0,0,0,0,0
2022,UKR,LBN,Ukraine,Lebanon,0,12,0,0,0,5,0
2022,UKR,LIE,Ukraine,Liechtenstein,280,0,0,0,0,0,0
2022,UKR,LTU,Ukraine,Lithuania,47569,9,0,0,0,0,0
2022,UKR,LUX,Ukraine,Luxembourg,4259,10,0,0,0,0,0
2022,UKR,LVA,Ukraine,Latvia,34256,5,0,0,0,0,0
2022,UKR,MKD,Ukraine,Republic of North Macedonia,1174,0,0,0,0,0,0
2022,UKR,MDA,Ukraine,Republic of Moldova,75762,7108,0,0,0,0,0
2022,UKR,MEX,Ukraine,Mexico,20,114,0,0,0,17583,0
2022,UKR,MNE,Ukraine,Montenegro,9133,0,0,0,0,76,0
2022,UKR,MLT,Ukraine,Malta,1337,112,0,0,0,0,0
2022,UKR,NLD,Ukraine,Netherlands,67612,96,0,0,0,0,0
2022,UKR,NOR,Ukraine,Norway,19916,2308,0,0,0,0,0
2022,UKR,NZL,Ukraine,New Zealand,0,6,0,0,0,0,0
2022,UKR,PAN,Ukraine,Panama,9,6,0,0,0,0,0
2022,UKR,PRY,Ukraine,Paraguay,0,5,0,0,0,0,0
2022,UKR,PER,Ukraine,Peru,23,12,0,0,0,0,0
2022,UKR,PHL,Ukraine,Philippines,0,5,0,0,0,0,0
2022,UKR,POL,Ukraine,Poland,1200207,939,0,0,0,0,0
2022,UKR,PRT,Ukraine,Portugal,38272,195,0,0,0,0,0
2022,UKR,ROU,Ukraine,Romania,83326,65,0,0,0,0,0
2022,UKR,ZAF,Ukraine,South Africa,5,0,0,0,0,0,0
2022,UKR,RUS,Ukraine,Russian Federation,1456250,4400,0,0,0,0,0
2022,UKR,SAU,Ukraine,Saudi Arabia,0,5,0,0,0,0,0
2022,UKR,ESP,Ukraine,Spain,128129,1700,0,0,0,0,0
2022,UKR,SRB,Ukraine,Serbia,772,5,0,0,0,73,0
2022,UKR,SVK,Ukraine,Slovakia,83297,8,0,0,0,0,0
2022,UKR,SVN,Ukraine,Slovenia,6652,38,0,0,0,0,0
2022,UKR,SWE,Ukraine,Sweden,40129,1345,0,0,0,0,0
2022,UKR,CHE,Ukraine,Switzerland,57697,23,0,0,0,0,0
2022,UKR,UKR,Ukraine,Ukraine,0,0,0,6275000,0,0,0
2022,UKR,URY,Ukraine,Uruguay,15,5,0,0,0,0,0
2022,UKR,USA,Ukraine,United States of America,2794,12142,0,0,0,0,0

